Pixel-X	Pixel-Y	Longitude	Latitude	radiance_1	radiance_2	radiance_3	radiance_4	radiance_5	radiance_6	radiance_7	radiance_8	radiance_9	radiance_10	radiance_11	radiance_12	radiance_13	radiance_14	radiance_15	l1_flags	detector_index	latitude	longitude	dem_alt	dem_rough	lat_corr	lon_corr	sun_zenith	sun_azimuth	view_zenith	view_azimuth	zonal_wind	merid_wind	atm_press	ozone	rel_hum
403.5	280.5	-58.321503	12.172425	68.095665	58.30852	41.912106	34.525818	21.23358	12.495077	9.375014	8.381069	6.9020157	5.164122	2.440061	4.3228097	2.5911148	2.343827	1.8518207	0	622	12.172425	-58.321503	-1867.2188	0.0	0.0	0.0	45.39542	141.5767	13.169243	102.249245	-7.15	-3.7875	1015.2906	238.0125	61.809376
404.5	280.5	-58.312164	12.17043	68.0862	58.266106	41.981613	34.568638	21.298883	12.527829	9.429798	8.408821	6.9398694	5.2247744	2.457807	4.355503	2.6266582	2.3987606	1.8681123	0	621	12.17043	-58.312164	-1868.125	0.0	0.0	0.0	45.388187	141.58452	13.087595	102.25123	-7.15	-3.8000002	1015.2875	238.03	61.812496
405.5	280.5	-58.30283	12.168435	68.02934	58.2343	41.88894	34.504406	21.270897	12.495077	9.375014	8.388007	6.9083247	5.190116	2.440061	4.330075	2.6053321	2.3987606	1.8463901	0	620	12.168435	-58.30283	-1869.0312	0.0	0.0	0.0	45.380955	141.59232	13.005945	102.253204	-7.15	-3.8125	1015.28436	238.04749	61.815628
399.5	281.5	-58.36116	12.169958	68.23779	58.446365	42.062702	34.675697	21.373518	12.576958	9.464039	8.457387	6.9714146	5.233439	2.448934	4.3845644	2.6408756	2.4170716	1.8681123	0	625	12.169958	-58.36116	-1840.2773	0.0	0.0	0.0	45.417133	141.53757	13.495107	102.24142	-7.1375	-3.7589846	1015.3	237.97346	61.80625
400.5	281.5	-58.35182	12.167969	68.18094	58.39335	42.039536	34.675697	21.3362	12.601522	9.464039	8.492077	6.9651055	5.250768	2.46668	4.3809314	2.633767	2.429279	1.8518207	2	624	12.167969	-58.35182	-1848.5625	0.0	0.0	0.0	45.409893	141.54535	13.414191	102.2434	-7.14375	-3.7687502	1015.3	237.99124	61.8125
401.5	281.5	-58.342484	12.165975	68.18094	58.39335	42.039536	34.675697	21.3362	12.601522	9.464039	8.492077	6.9651055	5.250768	2.46668	4.3809314	2.633767	2.429279	1.8518207	0	624	12.165975	-58.342484	-1850.3477	0.0	0.0	0.0	45.40266	141.55316	13.332541	102.24538	-7.14375	-3.7812502	1015.29645	238.00874	61.81523
402.5	281.5	-58.33315	12.16398	68.21884	58.446365	42.097458	34.729225	21.429495	12.69978	9.580456	8.561457	7.066049	5.354744	2.4755528	4.460849	2.7048538	2.4842126	1.9115568	0	623	12.16398	-58.33315	-1852.1328	0.0	0.0	0.0	45.395428	141.56097	13.250892	102.24735	-7.14375	-3.79375	1015.29297	238.02625	61.81797
396.5	282.5	-58.391483	12.165487	68.37044	58.499386	42.13221	34.718517	21.429495	12.626087	9.491431	8.499015	6.990341	5.276762	2.4932988	4.4063597	2.655093	2.4475904	1.8789735	0	628	12.165487	-58.391483	-1802.9688	0.0	0.0	0.0	45.43164	141.50632	13.737851	102.23557	-7.1125	-3.746875	1015.3	237.95155	61.800003
397.5	282.5	-58.38215	12.163497	68.38939	58.60542	42.23647	34.793457	21.4948	12.716156	9.573608	8.561457	7.084976	5.3374147	2.5110447	4.464482	2.6941907	2.4903162	1.8952651	0	627	12.163497	-58.38215	-1810.3828	0.0	0.0	0.0	45.4244	141.5141	13.656937	102.23756	-7.1187496	-3.7570314	1015.3	237.9693	61.80625
398.5	282.5	-58.372807	12.161508	68.32307	58.57361	42.16696	34.793457	21.485472	12.683404	9.56676	8.561457	7.072358	5.3460793	2.4844258	4.460849	2.708408	2.49642	1.9006957	0	626	12.161508	-58.372807	-1817.7969	0.0	0.0	0.0	45.417152	141.52188	13.576021	102.23953	-7.1249995	-3.7671876	1015.3	237.98701	61.8125
392.5	283.5	-58.43115	12.163006	68.38939	58.584213	42.16696	34.804165	21.429495	12.642463	9.491431	8.485139	7.0092683	5.2680974	2.4755528	4.3918295	2.6373212	2.429279	1.8572513	0	632	12.163006	-58.43115	-1764.3438	0.0	0.0	0.0	45.4534	141.4673	14.061512	102.22777	-7.08125	-3.7218752	1015.3	237.91219	61.7875
393.5	283.5	-58.421806	12.1610155	68.31359	58.509987	42.120625	34.729225	21.410837	12.626087	9.464039	8.457387	6.9777236	5.259433	2.457807	4.3700337	2.6159952	2.410968	1.8300984	0	631	12.1610155	-58.421806	-1770.8867	0.0	0.0	0.0	45.446156	141.47508	13.980597	102.229744	-7.0875	-3.7324219	1015.3	237.92987	61.793747
394.5	283.5	-58.41247	12.159026	68.37044	58.584213	42.201714	34.793457	21.410837	12.601522	9.491431	8.450449	6.9777236	5.250768	2.448934	4.3809314	2.6302125	2.4170716	1.8735429	0	630	12.159026	-58.41247	-1777.4297	0.0	0.0	0.0	45.43891	141.48285	13.89968	102.23172	-7.0937505	-3.7429688	1015.3	237.94757	61.8
395.5	283.5	-58.40313	12.157037	68.37991	58.584213	42.201714	34.77205	21.429495	12.650651	9.518824	8.526767	7.0218863	5.302756	2.5021718	4.409992	2.6622016	2.4353828	1.8844041	0	629	12.157037	-58.40313	-1783.9727	0.0	0.0	0.0	45.43167	141.49063	13.818765	102.233696	-7.1000004	-3.7535157	1015.3	237.96527	61.806248
389.5	284.5	-58.461464	12.158534	68.43676	58.75387	42.34073	34.96475	21.625412	12.798038	9.655785	8.637774	7.103903	5.415396	2.46668	4.48991	2.7119625	2.4903162	1.9115568	0	635	12.158534	-58.461464	-1738.3594	0.0	0.0	0.0	45.46792	141.43607	14.304257	102.22195	-7.05625	-3.7046876	1015.3	237.89078	61.78125
390.5	284.5	-58.452126	12.156545	68.493614	58.8493	42.433403	35.0611	21.690716	12.855354	9.703722	8.72103	7.1922283	5.4500546	2.4844258	4.5589294	2.768832	2.5452497	1.9550014	0	634	12.156545	-58.452126	-1744.0312	0.0	0.0	0.0	45.460674	141.44383	14.223342	102.22392	-7.0625	-3.7156253	1015.3	237.90843	61.7875
391.5	284.5	-58.442787	12.154555	68.43676	58.616024	42.27122	34.81487	21.485472	12.675216	9.525672	8.533705	7.0218863	5.311421	2.5021718	4.395462	2.6586473	2.4353828	1.8789735	0	633	12.154555	-58.442787	-1749.7031	0.0	0.0	0.0	45.45343	141.45161	14.142426	102.2259	-7.0687504	-3.7265625	1015.3	237.92609	61.79375
385.5	285.5	-58.50112	12.156053	68.67364	58.94473	42.526077	35.13604	21.774681	12.912671	9.710569	8.714092	7.2174644	5.476049	2.5376635	4.562562	2.7723863	2.563561	1.9875847	2	638	12.156053	-58.50112	-1712.8008	0.0	0.0	0.0	45.48969	141.39706	14.627918	102.21416	-7.025	-3.6738281	1015.3	237.85199	61.76875
386.5	285.5	-58.491787	12.154063	68.67364	58.94473	42.526077	35.13604	21.774681	12.912671	9.710569	8.714092	7.2174644	5.476049	2.5376635	4.562562	2.7723863	2.563561	1.9875847	0	638	12.154063	-58.491787	-1717.6016	0.0	0.0	0.0	45.482445	141.40483	14.547002	102.21613	-7.0312505	-3.6851563	1015.3	237.86961	61.775
387.5	285.5	-58.482445	12.152074	68.59783	58.912918	42.44499	35.09322	21.718704	12.888107	9.717418	8.714092	7.18592	5.44139	2.5021718	4.548032	2.7617233	2.5574572	1.9169874	0	637	12.152074	-58.482445	-1722.4023	0.0	0.0	0.0	45.475197	141.41261	14.466086	102.21811	-7.0375004	-3.6964846	1015.3	237.8872	61.78125
388.5	285.5	-58.473106	12.150084	68.50309	58.78568	42.37548	34.975456	21.64407	12.814414	9.635241	8.637774	7.1417565	5.4067316	2.5021718	4.4935427	2.7190711	2.520835	1.9387096	0	636	12.150084	-58.473106	-1727.2031	0.0	0.0	0.0	45.467957	141.4204	14.385171	102.220085	-7.0437503	-3.7078128	1015.3	237.90483	61.7875
381.5	286.5	-58.540783	12.153556	68.78733	58.94473	42.526077	35.146748	21.700047	12.798038	9.642089	8.637774	7.129139	5.3894024	2.5199177	4.4826446	2.708408	2.5086274	1.9387096	0	642	12.153556	-58.540783	-1686.1016	0.0	0.0	0.0	45.511494	141.35815	14.9492035	102.206375	-7.0125003	-3.6375	1015.3	237.8135	61.775
382.5	286.5	-58.531437	12.15157	68.73996	59.00835	42.526077	35.114628	21.737364	12.847166	9.662633	8.658588	7.1606836	5.4067316	2.5376635	4.5044403	2.7332885	2.5574572	1.9278485	0	641	12.15157	-58.531437	-1692.7344	0.0	0.0	0.0	45.50424	141.3659	14.86908	102.20835	-7.0125003	-3.6499999	1015.3	237.8311	61.775
383.5	286.5	-58.522106	12.149587	68.730484	58.97654	42.502907	35.15745	21.709375	12.888107	9.696874	8.707154	7.18592	5.4327254	2.5287907	4.5226035	2.7403972	2.5269387	1.9169874	0	640	12.149587	-58.522106	-1699.3672	0.0	0.0	0.0	45.496983	141.37364	14.788956	102.210335	-7.0125003	-3.6625	1015.3	237.84868	61.775
384.5	286.5	-58.51276	12.147602	68.749435	58.97654	42.56083	35.16816	21.774681	12.912671	9.737962	8.734906	7.2111554	5.4673843	2.5110447	4.566195	2.7617233	2.539146	1.9658624	0	639	12.147602	-58.51276	-1706.0	0.0	0.0	0.0	45.489727	141.3814	14.708832	102.2123	-7.0125	-3.675	1015.3	237.86624	61.775
378.5	287.5	-58.571102	12.14907	68.80628	59.018955	42.653503	35.28592	21.877304	13.027305	9.833835	8.804286	7.299481	5.5280366	2.5554094	4.6170516	2.7972667	2.6123905	1.9767236	0	645	12.14907	-58.571102	-1661.2266	0.0	0.0	0.0	45.52606	141.32704	15.189575	102.20058	-7.0062504	-3.6125	1015.3	237.7929	61.7875
379.5	287.5	-58.56176	12.147085	68.730484	58.97654	42.584	35.296627	21.839987	12.969988	9.813291	8.79041	7.255318	5.5107074	2.5642824	4.595256	2.7866037	2.5940795	1.971293	0	644	12.147085	-58.56176	-1668.3555	0.0	0.0	0.0	45.518803	141.33478	15.10945	102.20255	-7.0062504	-3.625	1015.3	237.81044	61.7875
380.5	287.5	-58.55242	12.145101	68.69258	58.97654	42.572414	35.253803	21.830656	12.969988	9.792747	8.769596	7.261627	5.5107074	2.5199177	4.5988884	2.7866037	2.581872	1.9821541	0	643	12.145101	-58.55242	-1675.4844	0.0	0.0	0.0	45.511543	141.34253	15.029326	102.20453	-7.0062504	-3.6375	1015.3	237.82797	61.7875
374.5	288.5	-58.61075	12.146568	68.82523	58.902317	42.607166	35.31804	21.914621	13.010929	9.820139	8.797348	7.255318	5.5107074	2.5287907	4.5879903	2.779495	2.5696645	1.9604318	0	649	12.146568	-58.61075	-1625.75	0.0	0.0	0.0	45.547886	141.28818	15.510069	102.19281	-7.0	-3.575	1015.3	237.75499	61.8
375.5	288.5	-58.60141	12.144584	68.71153	58.881107	42.514492	35.296627	21.90529	12.969988	9.799595	8.776534	7.2363915	5.502043	2.5021718	4.57346	2.7759407	2.563561	1.971293	0	648	12.144584	-58.60141	-1633.375	0.0	0.0	0.0	45.540627	141.29593	15.429945	102.194786	-7.0	-3.5875	1015.3	237.77249	61.8
376.5	288.5	-58.59207	12.142599	68.9484	59.135593	42.8041	35.500034	22.175842	13.256573	10.039277	9.033238	7.495059	5.727323	2.5997741	4.7768865	2.946549	2.7283611	2.0690432	0	647	12.142599	-58.59207	-1641.0	0.0	0.0	0.0	45.53337	141.30367	15.349821	102.196754	-7.0	-3.6	1015.3	237.79	61.8
377.5	288.5	-58.582733	12.1406145	68.78733	58.97654	42.653503	35.39298	22.026573	13.100998	9.909163	8.908355	7.362571	5.588689	2.5731554	4.686071	2.8541362	2.6551166	2.0147374	0	646	12.1406145	-58.582733	-1648.625	0.0	0.0	0.0	45.526115	141.3114	15.269697	102.19873	-7.0	-3.6125	1015.3	237.8075	61.8
371.5	289.5	-58.64106	12.142082	69.28002	59.40068	43.01262	35.767677	22.371758	13.4449	10.2447195	9.192812	7.6590924	5.9092803	2.644139	4.9476194	3.0887227	2.8870578	2.1993763	0	651	12.142082	-58.64106	-1619.1992	0.0	0.0	0.0	45.562473	141.25703	15.75044	102.187035	-6.99375	-3.555078	1015.29376	237.73305	61.82109
372.5	289.5	-58.63172	12.140098	68.91051	58.997746	42.59558	35.30733	21.90529	12.969988	9.779051	8.75572	7.2363915	5.4587193	2.5110447	4.5698276	2.7546146	2.563561	1.9604318	2	650	12.140098	-58.63172	-1625.0156	0.0	0.0	0.0	45.555218	141.26477	15.670316	102.189	-6.99375	-3.5671873	1015.29376	237.75032	61.821873
373.5	289.5	-58.622383	12.138113	68.91051	58.997746	42.59558	35.30733	21.90529	12.969988	9.779051	8.75572	7.2363915	5.4587193	2.5110447	4.5698276	2.7546146	2.563561	1.9604318	0	650	12.138113	-58.622383	-1630.832	0.0	0.0	0.0	45.547962	141.27252	15.590192	102.19098	-6.99375	-3.5792968	1015.29376	237.76756	61.822655
367.5	290.5	-58.68071	12.139577	69.317924	59.30525	42.711426	35.38227	21.886633	12.9618	9.74481	8.707154	7.1985373	5.415396	2.5376635	4.5044403	2.7297342	2.520835	1.9278485	2	654	12.139577	-58.68071	-1630.5781	0.0	0.0	0.0	45.584343	141.21819	16.070087	102.1793	-6.9812503	-3.530469	1015.28827	237.69461	61.83125
368.5	290.5	-58.67137	12.137596	69.317924	59.30525	42.711426	35.38227	21.886633	12.9618	9.74481	8.707154	7.1985373	5.415396	2.5376635	4.5044403	2.7297342	2.520835	1.9278485	0	654	12.137596	-58.67137	-1623.5	0.0	0.0	0.0	45.577076	141.22589	15.990809	102.18127	-6.9875	-3.5375	1015.2875	237.7125	61.8375
369.5	290.5	-58.662033	12.1356125	69.30845	59.33706	42.792515	35.478622	21.951939	13.035493	9.826987	8.797348	7.2805543	5.5107074	2.5287907	4.5843577	2.7759407	2.5574572	1.971293	0	653	12.1356125	-58.662033	-1627.5078	0.0	0.0	0.0	45.56982	141.23364	15.910686	102.183235	-6.9875	-3.5492187	1015.2875	237.72952	61.839066
370.5	290.5	-58.652695	12.133627	69.317924	59.273438	42.82727	35.478622	22.007914	13.035493	9.833835	8.832038	7.293172	5.519372	2.5465364	4.609786	2.7972667	2.6062868	1.9875847	0	652	12.133627	-58.652695	-1631.5156	0.0	0.0	0.0	45.562557	141.24138	15.830562	102.18521	-6.9875	-3.5609374	1015.2875	237.74657	61.840626
364.5	291.5	-58.711025	12.135076	69.52637	59.474903	42.850437	35.414387	21.895962	12.920859	9.710569	8.68634	7.1543746	5.3894024	2.5110447	4.486277	2.697745	2.4597976	1.9061263	0	658	12.135076	-58.711025	-1664.2188	0.0	0.0	0.0	45.598976	141.18715	16.307924	102.17353	-6.9562497	-3.5265622	1015.28595	237.67267	61.831253
365.5	291.5	-58.701683	12.133096	69.48847	59.443092	42.862022	35.4358	21.877304	12.945424	9.74481	8.714092	7.18592	5.415396	2.5287907	4.500808	2.708408	2.5147312	1.933279	2	657	12.133096	-58.701683	-1659.4766	0.0	0.0	0.0	45.591705	141.19485	16.228645	102.17551	-6.9624996	-3.5339842	1015.2847	237.69044	61.8375
366.5	291.5	-58.692345	12.131117	69.48847	59.443092	42.862022	35.4358	21.877304	12.945424	9.74481	8.714092	7.18592	5.415396	2.5287907	4.500808	2.708408	2.5147312	1.933279	0	657	12.131117	-58.692345	-1654.7344	0.0	0.0	0.0	45.58444	141.20256	16.149364	102.177475	-6.96875	-3.5414062	1015.28357	237.7082	61.84375
360.5	292.5	-58.750675	12.132555	69.68744	59.69758	42.977867	35.51074	21.867973	12.912671	9.724266	8.68634	7.1606836	5.3894024	2.5199177	4.479012	2.6835277	2.4720051	1.8952651	0	661	12.132555	-58.750675	-1686.25	0.0	0.0	0.0	45.620884	141.1484	16.62504	102.16581	-6.9249997	-3.5125	1015.2875	237.63376	61.825
361.5	292.5	-58.74134	12.130575	69.68744	59.72939	43.035786	35.500034	21.933279	12.945424	9.765354	8.714092	7.2111554	5.415396	2.5021718	4.5117054	2.708408	2.5025237	1.9495708	2	660	12.130575	-58.74134	-1683.8438	0.0	0.0	0.0	45.61361	141.15611	16.54576	102.16778	-6.93125	-3.5203123	1015.28595	237.6514	61.83125
362.5	292.5	-58.732	12.128595	69.68744	59.72939	43.035786	35.500034	21.933279	12.945424	9.765354	8.714092	7.2111554	5.415396	2.5021718	4.5117054	2.708408	2.5025237	1.9495708	0	660	12.128595	-58.732	-1681.4375	0.0	0.0	0.0	45.606342	141.16382	16.46648	102.169754	-6.9375	-3.528125	1015.28436	237.66905	61.8375
363.5	292.5	-58.722656	12.1266165	69.76324	59.686974	42.96628	35.478622	21.92395	12.969988	9.737962	8.700216	7.1733017	5.4327254	2.5465364	4.5117054	2.7012994	2.49642	1.9441402	0	659	12.1266165	-58.722656	-1679.0312	0.0	0.0	0.0	45.599068	141.17154	16.387201	102.17172	-6.94375	-3.5359373	1015.2828	237.6867	61.84375
357.5	293.5	-58.780987	12.128055	69.82009	59.814217	43.01262	35.371567	21.774681	12.847166	9.6146965	8.603085	7.078667	5.3374147	2.4755528	4.4136252	2.6266582	2.3987606	1.8735429	0	664	12.128055	-58.780987	-1689.5234	0.0	0.0	0.0	45.635525	141.11739	16.862873	102.160065	-6.9	-3.5035157	1015.2902	237.61331	61.825
358.5	293.5	-58.77165	12.126076	69.70639	59.782406	42.919945	35.350155	21.78401	12.814414	9.628393	8.568395	7.05974	5.294091	2.5021718	4.395462	2.6373212	2.386553	1.8681123	0	663	12.126076	-58.77165	-1689.4531	0.0	0.0	0.0	45.62825	141.12509	16.783594	102.16203	-6.90625	-3.5117188	1015.28827	237.63086	61.83125
359.5	293.5	-58.762306	12.124096	69.77271	59.814217	42.98945	35.478622	21.886633	12.929048	9.710569	8.672464	7.1417565	5.3894024	2.5110447	4.471747	2.6835277	2.4597976	1.9006957	0	662	12.124096	-58.762306	-1689.3828	0.0	0.0	0.0	45.62098	141.1328	16.704315	102.164	-6.9125	-3.519922	1015.2863	237.64839	61.8375
353.5	294.5	-58.820637	12.125534	69.98116	59.973267	43.1748	35.574974	21.998585	13.010929	9.792747	8.762658	7.2237735	5.4587193	2.5287907	4.5226035	2.7226255	2.4720051	1.9387096	0	668	12.125534	-58.820637	-1676.5156	0.0	0.0	0.0	45.657444	141.07866	17.179989	102.152374	-6.86875	-3.4835937	1015.29767	237.57617	61.81875
354.5	294.5	-58.811295	12.123554	69.89589	59.85663	43.035786	35.45721	21.858644	12.929048	9.703722	8.665526	7.1606836	5.380738	2.5287907	4.4681144	2.665756	2.4720051	1.9061263	0	667	12.123554	-58.811295	-1678.7812	0.0	0.0	0.0	45.65017	141.08636	17.10071	102.154335	-6.875	-3.4921877	1015.2953	237.5936	61.825
355.5	294.5	-58.801956	12.121575	69.80114	59.846027	43.07054	35.489326	21.886633	12.912671	9.717418	8.65165	7.1417565	5.372073	2.4844258	4.4681144	2.676419	2.4720051	1.9006957	2	666	12.121575	-58.801956	-1681.0469	0.0	0.0	0.0	45.6429	141.09407	17.02143	102.1563	-6.8812504	-3.5007813	1015.29297	237.61101	61.83125
356.5	294.5	-58.792618	12.119596	69.80114	59.846027	43.07054	35.489326	21.886633	12.912671	9.717418	8.65165	7.1417565	5.372073	2.4844258	4.4681144	2.676419	2.4720051	1.9006957	0	666	12.119596	-58.792618	-1683.3125	0.0	0.0	0.0	45.635628	141.10178	16.94215	102.15827	-6.8875003	-3.509375	1015.2906	237.62843	61.837498
350.5	295.5	-58.850937	12.121025	69.98116	59.994473	43.15163	35.54286	21.933279	12.994553	9.74481	8.700216	7.1796107	5.3894024	2.5199177	4.486277	2.6799734	2.4903162	1.8898346	2	669	12.121025	-58.850937	-1697.8047	0.0	0.0	0.0	45.672115	141.04771	17.416037	102.146645	-6.8562503	-3.4625	1015.3	237.55562	61.825783
351.5	295.5	-58.841602	12.119049	69.98116	59.994473	43.15163	35.54286	21.933279	12.994553	9.74481	8.700216	7.1796107	5.3894024	2.5199177	4.486277	2.6799734	2.4903162	1.8898346	2	669	12.119049	-58.841602	-1678.2148	0.0	0.0	0.0	45.664833	141.05539	17.337652	102.14861	-6.8562503	-3.4750001	1015.3	237.57375	61.828514
352.5	295.5	-58.83226	12.117075	69.98116	59.994473	43.15163	35.54286	21.933279	12.994553	9.74481	8.700216	7.1796107	5.3894024	2.5199177	4.486277	2.6799734	2.4903162	1.8898346	0	669	12.117075	-58.83226	-1658.625	0.0	0.0	0.0	45.65755	141.06306	17.259266	102.15058	-6.8562503	-3.4875002	1015.3	237.59187	61.83125
346.5	296.5	-58.89059	12.118484	70.09486	60.14292	43.244305	35.6285	21.92395	12.978176	9.731113	8.679402	7.1543746	5.3460793	2.4932988	4.4572163	2.6622016	2.4353828	1.8898346	0	674	12.118484	-58.89059	-1770.6875	0.0	0.0	0.0	45.694084	141.00914	17.729576	102.138954	-6.8500004	-3.4250002	1015.3	237.51625	61.831253
347.5	296.5	-58.88125	12.116509	70.18013	60.14292	43.267475	35.660618	22.017244	13.043681	9.792747	8.769596	7.2237735	5.44139	2.5287907	4.518971	2.7190711	2.4842126	1.9495708	0	673	12.116509	-58.88125	-1749.4062	0.0	0.0	0.0	45.6868	141.0168	17.651192	102.14092	-6.8500004	-3.4375	1015.3	237.53438	61.834377
348.5	296.5	-58.871906	12.114535	70.10433	60.206543	43.33698	35.735558	22.06389	13.117374	9.868075	8.818162	7.286863	5.493378	2.5465364	4.5698276	2.7510602	2.539146	1.9495708	2	672	12.114535	-58.871906	-1728.125	0.0	0.0	0.0	45.67952	141.02448	17.572803	102.14289	-6.8500004	-3.4500003	1015.3	237.5525	61.8375
349.5	296.5	-58.86257	12.11256	70.10433	60.206543	43.33698	35.735558	22.06389	13.117374	9.868075	8.818162	7.286863	5.493378	2.5465364	4.5698276	2.7510602	2.539146	1.9495708	0	672	12.11256	-58.86257	-1706.8438	0.0	0.0	0.0	45.672234	141.03215	17.49442	102.14486	-6.8500004	-3.4625	1015.3	237.57062	61.840626
342.5	297.5	-58.930237	12.115945	70.521225	60.42922	43.533913	35.896145	22.157183	13.182879	9.881771	8.852852	7.312099	5.493378	2.5465364	4.580725	2.747506	2.5452497	1.9604318	0	678	12.115945	-58.930237	-1857.1016	0.0	0.0	0.0	45.716057	140.97055	18.043114	102.13128	-6.84375	-3.3875	1015.3	237.47687	61.83359
343.5	297.5	-58.920895	12.11397	70.473854	60.492836	43.568665	35.896145	22.21316	13.182879	9.895468	8.85979	7.324717	5.5107074	2.5731554	4.595256	2.7723863	2.5574572	1.9767236	0	677	12.11397	-58.920895	-1834.1289	0.0	0.0	0.0	45.708775	140.97823	17.96473	102.13325	-6.84375	-3.4	1015.3	237.495	61.83711
344.5	297.5	-58.911556	12.111995	70.398056	60.42922	43.510746	35.885437	22.20383	13.158315	9.916012	8.85979	7.3436437	5.536701	2.5642824	4.6134186	2.7723863	2.5574572	1.9767236	0	676	12.111995	-58.911556	-1811.1562	0.0	0.0	0.0	45.701492	140.9859	17.886343	102.13521	-6.84375	-3.4125001	1015.3	237.51312	61.840622
345.5	297.5	-58.902214	12.110021	70.40753	60.492836	43.49916	35.90685	22.1945	13.182879	9.970797	8.901417	7.375189	5.588689	2.5909014	4.64248	2.7972667	2.6001832	1.9984457	0	675	12.110021	-58.902214	-1788.1836	0.0	0.0	0.0	45.694206	140.99358	17.807957	102.13718	-6.84375	-3.425	1015.3	237.53125	61.84414
339.5	298.5	-58.960537	12.11143	70.6444	60.58827	43.615005	35.938965	22.20383	13.174691	9.895468	8.845914	7.30579	5.4847136	2.5465364	4.580725	2.7297342	2.520835	1.9441402	0	680	12.11143	-58.960537	-1932.3828	0.0	0.0	0.0	45.73076	140.93967	18.278269	102.12558	-6.8375	-3.3625	1015.3	237.45563	61.83672
340.5	298.5	-58.9512	12.109455	70.6065	60.630684	43.638172	36.013905	22.287794	13.22382	9.943404	8.922231	7.36888	5.562695	2.5731554	4.631582	2.779495	2.5879757	1.9930152	2	679	12.109455	-58.9512	-1907.7188	0.0	0.0	0.0	45.723473	140.94733	18.199883	102.12755	-6.8375	-3.375	1015.3	237.47374	61.840626
341.5	298.5	-58.94186	12.10748	70.6065	60.630684	43.638172	36.013905	22.287794	13.22382	9.943404	8.922231	7.36888	5.562695	2.5731554	4.631582	2.779495	2.5879757	1.9930152	0	679	12.10748	-58.94186	-1883.0547	0.0	0.0	0.0	45.71619	140.955	18.121496	102.12951	-6.8375	-3.3875	1015.3	237.49187	61.844532
335.5	299.5	-59.000183	12.108887	70.871796	60.810944	43.81194	36.163784	22.362429	13.289325	10.011885	8.956921	7.3941154	5.606018	2.5997741	4.64248	2.8150384	2.5879757	2.0147374	0	684	12.108887	-59.000183	-2022.7969	0.0	0.0	0.0	45.752758	140.90114	18.590868	102.11793	-6.826954	-3.33125	1015.3	237.41455	61.833206
336.5	299.5	-58.99084	12.106915	70.8339	60.80034	43.835106	36.131668	22.371758	13.3138895	10.032429	8.984673	7.4193516	5.6233473	2.5997741	4.65701	2.8185928	2.6123905	2.0038764	0	683	12.106915	-58.99084	-2017.8125	0.0	0.0	0.0	45.74546	140.90878	18.513422	102.119896	-6.83125	-3.3375	1015.3	237.43437	61.8375
337.5	299.5	-58.9815	12.104941	70.9855	60.9912	44.03204	36.420723	22.62365	13.57591	10.292656	9.26913	7.6717105	5.848628	2.6707578	4.9076605	3.0211902	2.8077095	2.1396403	0	682	12.104941	-58.9815	-1991.457	0.0	0.0	0.0	45.73818	140.91644	18.435036	102.12186	-6.83125	-3.3500001	1015.3	237.4525	61.841797
338.5	299.5	-58.972164	12.102965	70.73915	60.598873	43.71926	36.07814	22.33444	13.2811365	10.005037	8.949983	7.3941154	5.5800242	2.5997741	4.64248	2.790158	2.6001832	1.9984457	0	681	12.102965	-58.972164	-1965.1016	0.0	0.0	0.0	45.73089	140.92412	18.356651	102.123825	-6.83125	-3.3625002	1015.3	237.47063	61.846096
332.5	300.5	-59.030487	12.104357	71.080246	60.9806	43.962532	36.292255	22.49304	13.35483	10.052974	9.019362	7.4508963	5.6233473	2.5731554	4.686071	2.8399189	2.6184943	1.9984457	0	687	12.104357	-59.030487	-2041.0	0.0	0.0	0.0	45.76749	140.87035	18.823206	102.112236	-6.80625	-3.325	1015.3	237.3881	61.831253
333.5	300.5	-59.021145	12.102387	70.966545	61.01241	43.881443	36.260136	22.465052	13.371206	10.052974	9.033238	7.4508963	5.6233473	2.5997741	4.704234	2.8434732	2.6307018	2.0038764	0	686	12.102387	-59.021145	-2038.0625	0.0	0.0	0.0	45.760197	140.87799	18.745758	102.114204	-6.810938	-3.33125	1015.3	237.40796	61.83594
334.5	300.5	-59.011806	12.100417	70.95707	60.938183	43.985703	36.24943	22.465052	13.379395	10.0872135	9.067928	7.4635143	5.709994	2.5997741	4.7151318	2.8683536	2.642909	2.0418901	0	685	12.100417	-59.011806	-2035.125	0.0	0.0	0.0	45.752903	140.88562	18.668312	102.11617	-6.815625	-3.3374999	1015.3	237.42781	61.84063
328.5	301.5	-59.07013	12.101798	71.05182	61.05482	43.962532	36.281548	22.49304	13.330266	10.025581	9.0054865	7.4130425	5.588689	2.5554094	4.65701	2.8043754	2.6001832	2.020168	0	690	12.101798	-59.07013	-2047.8125	0.0	0.0	0.0	45.78953	140.83194	19.132984	102.10459	-6.7781253	-3.3125	1015.3	237.34155	61.821877
329.5	301.5	-59.060795	12.099828	71.00444	61.001804	43.881443	36.260136	22.437063	13.289325	9.998189	8.943045	7.4004245	5.5713596	2.5909014	4.638847	2.7866037	2.6062868	1.9930152	0	689	12.099828	-59.060795	-2046.9219	0.0	0.0	0.0	45.782234	140.83957	19.055538	102.10656	-6.7832036	-3.31875	1015.3	237.36143	61.826958
